brand_model,brand,model,mileage,fuel,gear,offer_type,price,hp,year,age
smart forTwo,smart,forTwo,110000,Gasoline,Automatic,Used,3999,61.0,2011,12
Ford Focus,Ford,Focus,202000,Diesel,Manual,Used,3999,95.0,2011,12
smart forTwo,smart,forTwo,93000,Gasoline,Automatic,Used,4795,71.0,2012,11
Ford Fiesta,Ford,Fiesta,131663,Gasoline,Manual,Used,4799,60.0,2012,11
Volkswagen up!,Volkswagen,up!,137500,Gasoline,Manual,Used,4800,75.0,2012,11
Volkswagen up!,Volkswagen,up!,81698,Gasoline,Manual,Used,4804,60.0,2012,11
Opel Corsa,Opel,Corsa,87000,Gasoline,Manual,Used,4850,69.0,2012,11
Kia Picanto,Kia,Picanto,89000,Gasoline,Manual,Used,4870,69.0,2012,11
Renault Twingo,Renault,Twingo,26147,Gasoline,Manual,Used,4890,75.0,2012,11
Toyota Aygo,Toyota,Aygo,81500,Gasoline,Manual,Used,4899,68.0,2012,11
Ford Fiesta,Ford,Fiesta,119600,Gasoline,Manual,Used,4900,82.0,2012,11
Hyundai i30,Hyundai,i30,153289,Other,Manual,Used,4900,109.0,2012,11
Skoda Octavia,Skoda,Octavia,322418,Diesel,Automatic,Used,4900,140.0,2012,11
Ford Fiesta,Ford,Fiesta,52000,Gasoline,Automatic,Used,4900,97.0,2012,11
Ford Ka/Ka+,Ford,Ka/Ka+,56000,Gasoline,Manual,Used,4900,69.0,2012,11
Audi A3,Audi,A3,276000,Diesel,Manual,Used,4900,140.0,2012,11
Ford Focus,Ford,Focus,215000,Diesel,Manual,Used,4900,116.0,2012,11
Toyota Aygo,Toyota,Aygo,81000,Gasoline,Manual,Used,4900,68.0,2012,11
SEAT Ibiza,SEAT,Ibiza,120185,Diesel,Manual,Used,4948,105.0,2012,11
SEAT Ibiza,SEAT,Ibiza,116000,Gasoline,Manual,Used,4950,86.0,2012,11
Ford Ka/Ka+,Ford,Ka/Ka+,99000,Gasoline,Manual,Used,4999,69.0,2013,10
Hyundai i20,Hyundai,i20,42000,Gasoline,Manual,Used,4999,86.0,2013,10
Kia Rio,Kia,Rio,85571,Gasoline,Manual,Used,5000,86.0,2013,10
Mercedes-Benz E 200,Mercedes-Benz,E 200,473000,Diesel,Automatic,Used,5000,136.0,2013,10
Ford Ka/Ka+,Ford,Ka/Ka+,68900,Gasoline,Manual,Used,5100,69.0,2013,10
Skoda Citigo,Skoda,Citigo,73350,Gasoline,Manual,Used,5180,60.0,2013,10
Ford Fiesta,Ford,Fiesta,124000,Diesel,Manual,Used,5200,75.0,2013,10
Opel Adam,Opel,Adam,162300,Gasoline,Manual,Used,5200,69.0,2013,10
Toyota Aygo,Toyota,Aygo,38220,Gasoline,Manual,Used,5200,68.0,2013,10
Kia Rio,Kia,Rio,109500,Gasoline,Manual,Used,5200,86.0,2013,10
SEAT Ibiza,SEAT,Ibiza,94000,Gasoline,Manual,Used,5200,69.0,2013,10
Dacia Logan,Dacia,Logan,74000,Gasoline,Manual,Used,5200,90.0,2013,10
Kia Rio,Kia,Rio,150000,Gasoline,Manual,Used,5200,86.0,2013,10
Ford Fiesta,Ford,Fiesta,58200,Gasoline,Manual,Used,5200,60.0,2013,10
Ford Ka/Ka+,Ford,Ka/Ka+,78000,Gasoline,Manual,Used,5250,69.0,2013,10
Dacia Sandero,Dacia,Sandero,95000,Gasoline,Manual,Used,5250,90.0,2013,10
Ford Fiesta,Ford,Fiesta,50500,Gasoline,Manual,Used,5990,60.0,2015,8
smart forTwo,smart,forTwo,50531,Gasoline,Automatic,Used,5990,71.0,2015,8
Mitsubishi Space Star,Mitsubishi,Space Star,55650,Gasoline,Manual,Used,5990,71.0,2015,8
SEAT Mii,SEAT,Mii,42000,Gasoline,Manual,Used,5990,60.0,2015,8
SEAT Ibiza,SEAT,Ibiza,174418,Diesel,Manual,Used,5990,105.0,2015,8
Ford Focus,Ford,Focus,179850,Diesel,Manual,Used,5999,120.0,2015,8
Ford Fiesta,Ford,Fiesta,54777,Gasoline,Manual,Used,5999,60.0,2015,8
Skoda Citigo,Skoda,Citigo,37200,Gasoline,Manual,Used,6000,60.0,2015,8
smart forTwo,smart,forTwo,45000,Gasoline,Manual,Used,6000,71.0,2015,8
Skoda Fabia,Skoda,Fabia,118000,Diesel,Manual,Used,6000,90.0,2015,8
Hyundai i10,Hyundai,i10,100000,Gasoline,Manual,Used,6180,87.0,2015,8
Nissan Micra,Nissan,Micra,79100,Gasoline,Manual,Used,6199,80.0,2015,8
Skoda Fabia,Skoda,Fabia,87370,Gasoline,Manual,Used,6199,86.0,2015,8
Renault Twingo,Renault,Twingo,61880,Gasoline,Manual,Used,6200,71.0,2015,8
Nissan Micra,Nissan,Micra,45000,Gasoline,Manual,Used,6200,80.0,2015,8
Ford Fiesta,Ford,Fiesta,132000,Diesel,Manual,Used,6250,95.0,2015,8
Opel Corsa,Opel,Corsa,77559,Gasoline,Manual,Used,6290,69.0,2015,8
Ford Kuga,Ford,Kuga,42000,Gasoline,Manual,Used,13790,120.0,2016,7
BMW 320,BMW,320,147000,Diesel,Manual,Used,13999,190.0,2016,7
Opel Astra,Opel,Astra,88250,Diesel,Manual,Used,14390,136.0,2016,7
Opel Zafira,Opel,Zafira,106000,Diesel,Automatic,Used,14750,170.0,2016,7
Opel Mokka,Opel,Mokka,46100,Diesel,Manual,Used,14950,136.0,2016,7
Opel Mokka,Opel,Mokka,52500,Diesel,Manual,Used,15250,136.0,2016,7
Volkswagen Touran,Volkswagen,Touran,38500,Gasoline,Manual,Used,16500,110.0,2016,7
Ford S-Max,Ford,S-Max,136498,Diesel,Automatic,Used,18450,179.0,2016,7
Audi A4,Audi,A4,112300,Diesel,Automatic,Used,18450,190.0,2016,7
BMW 530,BMW,530,210000,Diesel,Automatic,Used,19900,258.0,2016,7
Audi A6,Audi,A6,133500,Diesel,Automatic,Used,22350,272.0,2016,7
BMW 520,BMW,520,93500,Diesel,Automatic,Used,23999,184.0,2016,7
Mercedes-Benz E 220,Mercedes-Benz,E 220,16500,Diesel,Automatic,Used,30888,194.0,2017,6
Mercedes-Benz E 220,Mercedes-Benz,E 220,67500,Diesel,Automatic,Used,30888,194.0,2017,6
Ford Focus,Ford,Focus,49000,Gasoline,Manual,Used,30900,349.0,2017,6
Ford Kuga,Ford,Kuga,27000,Diesel,Automatic,Used,31690,179.0,2017,6
Volvo XC60,Volvo,XC60,53501,Diesel,Automatic,Used,31899,190.0,2017,6
Ford Focus,Ford,Focus,27491,Gasoline,Manual,Used,32900,349.0,2017,6
Volvo XC60,Volvo,XC60,22181,Diesel,Automatic,Used,33590,220.0,2017,6
Audi A4,Audi,A4,29973,Gasoline,Automatic,Used,33650,252.0,2017,6
Volvo XC90,Volvo,XC90,86900,Diesel,Automatic,Used,33749,235.0,2017,6
Audi Q5,Audi,Q5,86419,Diesel,Automatic,Used,33920,190.0,2017,6
Volvo XC60,Volvo,XC60,43990,Diesel,Automatic,Used,34760,220.0,2017,6
BMW 520,BMW,520,51050,Diesel,Automatic,Used,33990,190.0,2018,5
Audi A6,Audi,A6,87107,Diesel,Automatic,Used,34400,272.0,2018,5
Audi A5,Audi,A5,27586,Gasoline,Automatic,Used,34589,190.0,2018,5
Audi Q5,Audi,Q5,74426,Diesel,Automatic,Used,34820,163.0,2018,5
Audi A5,Audi,A5,87582,Diesel,Automatic,Used,34820,218.0,2018,5
Volvo XC90,Volvo,XC90,107496,Diesel,Automatic,Used,34980,235.0,2018,5
Audi A6,Audi,A6,99862,Diesel,Automatic,Used,35740,326.0,2018,5
Volvo V60,Volvo,V60,36605,Gasoline,Automatic,Used,35989,250.0,2018,5
Audi A6,Audi,A6,84689,Diesel,Automatic,Used,36550,320.0,2018,5
Volkswagen Tiguan,Volkswagen,Tiguan,42109,Gasoline,Automatic,Used,36880,220.0,2018,5
Mercedes-Benz E 200,Mercedes-Benz,E 200,23123,Gasoline,Automatic,Used,36880,184.0,2018,5
Audi A3,Audi,A3,15500,Gasoline,Manual,Used,27940,150.0,2019,4
Mercedes-Benz C 220,Mercedes-Benz,C 220,26175,Diesel,Automatic,Used,27990,194.0,2019,4
Hyundai Tucson,Hyundai,Tucson,14355,Gasoline,Automatic,Used,27991,177.0,2019,4
Volkswagen Tiguan,Volkswagen,Tiguan,22422,Gasoline,Automatic,Used,28480,190.0,2019,4
Audi A4,Audi,A4,9900,Diesel,Automatic,Used,28750,136.0,2019,4
Volkswagen Tiguan,Volkswagen,Tiguan,13399,Diesel,Manual,Used,28870,150.0,2019,4
Ford Kuga,Ford,Kuga,10193,Diesel,Automatic,Used,28950,179.0,2019,4
Ford Kuga,Ford,Kuga,25929,Diesel,Automatic,Used,28990,179.0,2019,4
Ford Puma,Ford,Puma,17908,Gasoline,Manual,Employee's car,20750,125.0,2020,3
Ford EcoSport,Ford,EcoSport,3437,Diesel,Manual,Used,20750,125.0,2020,3
Renault Megane,Renault,Megane,4600,Gasoline,Manual,Demonstration,20780,140.0,2020,3
SEAT Leon,SEAT,Leon,14700,Gasoline,Automatic,Employee's car,20830,150.0,2020,3
Volkswagen Golf,Volkswagen,Golf,9466,Gasoline,Manual,Demonstration,20900,131.0,2020,3
Ford Puma,Ford,Puma,7300,Gasoline,Manual,Employee's car,20950,125.0,2020,3
Ford Fiesta,Ford,Fiesta,10,Electric,Manual,Demonstration,20950,125.0,2020,3
Renault Megane,Renault,Megane,3800,Gasoline,Manual,Demonstration,20980,140.0,2020,3
Ford Puma,Ford,Puma,3078,Gasoline,Manual,Employee's car,20999,125.0,2020,3
Ford EcoSport,Ford,EcoSport,3352,Diesel,Manual,Used,21220,125.0,2020,3
Ford Puma,Ford,Puma,2585,Gasoline,Manual,Employee's car,21298,125.0,2020,3
Ford Focus,Ford,Focus,2248,Electric,Manual,Used,21450,125.0,2020,3
Ford Puma,Ford,Puma,29,Gasoline,Automatic,Used,21490,125.0,2020,3
Ford Focus,Ford,Focus,18595,Gasoline,Manual,Used,21490,150.0,2020,3
Ford Puma,Ford,Puma,9306,Gasoline,Manual,Employee's car,21498,125.0,2020,3
Hyundai i30,Hyundai,i30,10,Gasoline,Automatic,Demonstration,21540,140.0,2020,3
SEAT Ateca,SEAT,Ateca,6500,Gasoline,Manual,Demonstration,21550,116.0,2020,3
Hyundai Tucson,Hyundai,Tucson,5,Gasoline,Automatic,Pre-registered,36870,179.0,2021,2
Hyundai i30,Hyundai,i30,10,Gasoline,Automatic,Pre-registered,36990,280.0,2021,2
Hyundai i30,Hyundai,i30,10,Gasoline,Automatic,Pre-registered,37550,280.0,2021,2
Hyundai Tucson,Hyundai,Tucson,5,Electric,Automatic,Pre-registered,37970,230.0,2021,2
Volkswagen Tiguan,Volkswagen,Tiguan,125,Diesel,Automatic,Employee's car,37980,150.0,2021,2
Hyundai Tucson,Hyundai,Tucson,18,Electric,Automatic,Pre-registered,37988,230.0,2021,2
Hyundai Tucson,Hyundai,Tucson,10,Electric,Automatic,Demonstration,38387,230.0,2021,2
Hyundai Tucson,Hyundai,Tucson,10,Electric,Automatic,Pre-registered,38440,265.0,2021,2
Hyundai Tucson,Hyundai,Tucson,12,Gasoline,Automatic,Pre-registered,39988,179.0,2021,2
Renault Megane,Renault,Megane,177000,Diesel,Manual,Used,3990,90.0,2011,12
Ford Focus,Ford,Focus,177000,Diesel,Manual,Used,3999,109.0,2011,12
Renault Clio,Renault,Clio,69000,Gasoline,Manual,Used,3999,75.0,2011,12
Opel Astra,Opel,Astra,162300,Gasoline,Manual,Used,3999,101.0,2011,12
Mercedes-Benz A 180,Mercedes-Benz,A 180,144000,Diesel,Manual,Used,3999,109.0,2011,12
Hyundai i30,Hyundai,i30,168000,Diesel,Manual,Used,3999,90.0,2011,12
Volkswagen Touran,Volkswagen,Touran,500000,Diesel,Manual,Used,3999,105.0,2011,12
Opel Meriva,Opel,Meriva,181701,Diesel,Manual,Used,3999,110.0,2011,12
SEAT Ibiza,SEAT,Ibiza,99800,Gasoline,Manual,Used,4000,69.0,2011,12
Citroen C3,Citroen,C3,145000,Gasoline,Manual,Used,4000,73.0,2011,12
Hyundai i10,Hyundai,i10,54071,Gasoline,Manual,Used,4099,69.0,2011,12
Suzuki Swift,Suzuki,Swift,176000,Diesel,Manual,Used,4200,75.0,2011,12
Skoda Superb,Skoda,Superb,434000,Diesel,Automatic,Used,4200,170.0,2011,12
Fiat Panda,Fiat,Panda,62000,Gasoline,Manual,Used,4200,69.0,2011,12
Hyundai i30,Hyundai,i30,144134,Diesel,Manual,Used,4490,90.0,2012,11
Fiat 500,Fiat,500,130000,Gasoline,Manual,Used,4490,69.0,2012,11
Hyundai i10,Hyundai,i10,43000,Gasoline,Manual,Used,4490,69.0,2012,11
Volkswagen Golf,Volkswagen,Golf,264038,Diesel,Manual,Used,4490,105.0,2012,11
Renault Clio,Renault,Clio,79000,Gasoline,Manual,Used,4490,75.0,2012,11
Nissan Micra,Nissan,Micra,77709,Gasoline,Manual,Used,4490,80.0,2012,11
Peugeot 308,Peugeot,308,168000,Diesel,Manual,Used,4499,111.0,2012,11
Opel Corsa,Opel,Corsa,79500,Gasoline,Manual,Used,4499,69.0,2012,11
Ford Fiesta,Ford,Fiesta,75000,Gasoline,Manual,Used,4499,60.0,2012,11
Kia Picanto,Kia,Picanto,90000,Gasoline,Manual,Used,4499,69.0,2012,11
Opel Corsa,Opel,Corsa,98789,Gasoline,Manual,Used,4499,87.0,2012,11
Volkswagen up!,Volkswagen,up!,90000,Gasoline,Manual,Used,4500,60.0,2012,11
Opel Astra,Opel,Astra,148000,Diesel,Manual,Used,4500,110.0,2012,11
Opel Corsa,Opel,Corsa,65500,Gasoline,Manual,Used,4500,69.0,2012,11
Volkswagen up!,Volkswagen,up!,117000,Gasoline,Manual,Used,4500,75.0,2012,11
Opel Corsa,Opel,Corsa,167500,Diesel,Manual,Used,4500,131.0,2012,11
Renault Twingo,Renault,Twingo,61700,Gasoline,Manual,Used,4500,75.0,2012,11
Kia Picanto,Kia,Picanto,97000,Gasoline,Manual,Used,4990,69.0,2013,10
Mitsubishi Space Star,Mitsubishi,Space Star,75000,Gasoline,Manual,Used,4999,80.0,2013,10
Renault Megane,Renault,Megane,155000,Gasoline,Manual,Used,4999,116.0,2013,10
Skoda Fabia,Skoda,Fabia,124600,Gasoline,Manual,Used,4999,86.0,2013,10
Opel Corsa,Opel,Corsa,109000,Gasoline,Manual,Used,5150,87.0,2013,10
Ford Focus,Ford,Focus,240000,Diesel,Manual,Used,5150,140.0,2013,10
Kia Rio,Kia,Rio,129073,Gasoline,Manual,Used,5199,109.0,2013,10
Renault Megane,Renault,Megane,77220,Gasoline,Manual,Used,5200,101.0,2013,10
Skoda Octavia,Skoda,Octavia,235000,Diesel,Manual,Used,5250,105.0,2013,10
Fiat Panda,Fiat,Panda,122500,Gasoline,Automatic,Used,5300,86.0,2013,10
Renault Twingo,Renault,Twingo,74000,Gasoline,Manual,Used,5300,75.0,2013,10
SEAT Mii,SEAT,Mii,98000,Gasoline,Manual,Used,5300,60.0,2013,10
Opel Corsa,Opel,Corsa,96000,Gasoline,Manual,Used,5300,69.0,2013,10
Toyota Yaris,Toyota,Yaris,197000,Gasoline,Manual,Used,5300,99.0,2013,10
Opel Corsa,Opel,Corsa,108900,Gasoline,Manual,Used,5650,87.0,2014,9
Skoda Fabia,Skoda,Fabia,36000,Gasoline,Manual,Used,5650,60.0,2014,9
smart forTwo,smart,forTwo,53196,Gasoline,Automatic,Used,5700,71.0,2014,9
Skoda Fabia,Skoda,Fabia,125000,Diesel,Manual,Used,5700,75.0,2014,9
Skoda Fabia,Skoda,Fabia,106700,Diesel,Manual,Used,5710,75.0,2014,9
Skoda Fabia,Skoda,Fabia,90000,Diesel,Manual,Used,5750,75.0,2014,9
Opel Corsa,Opel,Corsa,32000,Gasoline,Manual,Used,5750,69.0,2014,9
Fiat Panda,Fiat,Panda,33000,Gasoline,Manual,Used,5750,69.0,2014,9
SEAT Ibiza,SEAT,Ibiza,70400,Gasoline,Manual,Used,5790,69.0,2014,9
Dacia Logan,Dacia,Logan,63000,Gasoline,Manual,Used,5790,75.0,2014,9
Opel Corsa,Opel,Corsa,47765,Gasoline,Manual,Used,5790,69.0,2014,9
Peugeot 108,Peugeot,108,45000,Gasoline,Manual,Used,5799,82.0,2014,9
Ford Fiesta,Ford,Fiesta,102900,Gasoline,Manual,Used,5799,60.0,2014,9
Ford Fiesta,Ford,Fiesta,97333,Gasoline,Manual,Used,5800,125.0,2014,9
Fiat 500,Fiat,500,95000,Gasoline,Manual,Used,5800,69.0,2014,9
Volkswagen up!,Volkswagen,up!,93651,Gasoline,Manual,Used,5800,60.0,2014,9
Hyundai i10,Hyundai,i10,55299,Gasoline,Manual,Used,5944,67.0,2015,8
Volkswagen up!,Volkswagen,up!,53800,Gasoline,Manual,Used,5990,60.0,2015,8
SEAT Ibiza,SEAT,Ibiza,53000,Gasoline,Manual,Used,5990,69.0,2015,8
Peugeot 108,Peugeot,108,22600,Gasoline,Manual,Used,5990,69.0,2015,8
SEAT Ibiza,SEAT,Ibiza,125000,Gasoline,Manual,Used,5990,86.0,2015,8
Skoda Citigo,Skoda,Citigo,64000,Gasoline,Manual,Used,5990,60.0,2015,8
Volkswagen Golf,Volkswagen,Golf,278000,Diesel,Manual,Used,5990,105.0,2015,8
Renault Twingo,Renault,Twingo,55000,Gasoline,Manual,Used,5990,71.0,2015,8
Volkswagen up!,Volkswagen,up!,38000,Gasoline,Manual,Used,5999,60.0,2015,8
Dacia Sandero,Dacia,Sandero,91000,Gasoline,Manual,Used,5999,90.0,2015,8
Peugeot 208,Peugeot,208,94751,Gasoline,Manual,Used,5999,82.0,2015,8
Renault Twingo,Renault,Twingo,32000,Gasoline,Manual,Used,5999,71.0,2015,8
Mitsubishi Space Star,Mitsubishi,Space Star,30000,Gasoline,Manual,Used,5999,71.0,2015,8
Volkswagen up!,Volkswagen,up!,85675,Gasoline,Manual,Used,5999,60.0,2015,8
Ford Fiesta,Ford,Fiesta,54500,Gasoline,Manual,Used,6100,82.0,2015,8
Opel Corsa,Opel,Corsa,43447,Gasoline,Manual,Used,6100,69.0,2015,8
smart forTwo,smart,forTwo,44849,Gasoline,Manual,Used,6200,71.0,2015,8
Opel Zafira Tourer,Opel,Zafira Tourer,171000,Diesel,Automatic,Used,3299,131.0,2016,7
Skoda Citigo,Skoda,Citigo,152612,Gasoline,Manual,Used,3799,60.0,2016,7
Dacia Logan,Dacia,Logan,98280,Gasoline,Manual,Used,4400,73.0,2016,7
Dacia Sandero,Dacia,Sandero,137000,Gasoline,Manual,Used,4490,73.0,2016,7
Opel Astra,Opel,Astra,75419,Diesel,Manual,Used,13990,136.0,2018,5
Ford C-Max,Ford,C-Max,24415,Gasoline,Manual,Used,13990,101.0,2018,5
Volkswagen Passat Variant,Volkswagen,Passat Variant,150000,Diesel,Automatic,Used,14510,150.0,2018,5
Toyota Yaris,Toyota,Yaris,16900,Electric,Automatic,Used,15900,102.0,2018,5
Volkswagen Golf,Volkswagen,Golf,83526,Diesel,Manual,Used,15950,116.0,2018,5
Audi A1,Audi,A1,54900,Gasoline,Automatic,Used,16900,95.0,2018,5
Volkswagen Golf,Volkswagen,Golf,92435,Diesel,Manual,Used,16950,116.0,2018,5
Audi A3,Audi,A3,66000,Gasoline,Automatic,Used,17990,150.0,2018,5
Volkswagen Golf,Volkswagen,Golf,15878,Gasoline,Automatic,Used,18450,125.0,2018,5
Volkswagen Golf,Volkswagen,Golf,60150,Gasoline,Manual,Used,18950,125.0,2018,5
Volkswagen Golf,Volkswagen,Golf,64424,Diesel,Automatic,Used,19450,150.0,2018,5
Volvo XC90,Volvo,XC90,14175,Gasoline,Automatic,Used,47900,310.0,2019,4
Volvo XC90,Volvo,XC90,25531,Diesel,Automatic,Used,51770,235.0,2019,4
Audi Q5,Audi,Q5,16203,Electric,Automatic,Used,52170,367.0,2019,4
Audi A5,Audi,A5,6752,Diesel,Automatic,Used,60950,286.0,2019,4
Audi A6,Audi,A6,17480,Diesel,Automatic,Used,61591,286.0,2019,4
Skoda Kodiaq,Skoda,Kodiaq,16162,Gasoline,Automatic,Used,33841,190.0,2020,3
Mazda CX-5,Mazda,CX-5,5777,Gasoline,Automatic,Demonstration,33870,194.0,2020,3
Volkswagen Passat Variant,Volkswagen,Passat Variant,12851,Gasoline,Automatic,Used,33998,218.0,2020,3
Volkswagen Passat Variant,Volkswagen,Passat Variant,9853,Electric,Automatic,Used,34390,218.0,2020,3
Volkswagen T-Roc,Volkswagen,T-Roc,4183,Gasoline,Automatic,Used,34420,150.0,2020,3
Volvo V60,Volvo,V60,13108,Diesel,Automatic,Used,34480,190.0,2020,3
Volkswagen Sharan,Volkswagen,Sharan,20238,Diesel,Automatic,Used,34720,150.0,2020,3
Skoda Octavia,Skoda,Octavia,50,Gasoline,Automatic,Pre-registered,34745,245.0,2020,3
Audi A3,Audi,A3,14900,Electric,Automatic,Demonstration,34750,204.0,2020,3
Volkswagen Passat,Volkswagen,Passat,3500,Other,Automatic,Used,34900,156.0,2020,3
Skoda Kodiaq,Skoda,Kodiaq,5681,Gasoline,Automatic,Used,34928,190.0,2020,3
Audi A3,Audi,A3,9986,Gasoline,Automatic,Used,34950,150.0,2020,3
Ford Mondeo,Ford,Mondeo,6000,Gasoline,Automatic,Demonstration,34950,165.0,2020,3
SEAT Leon,SEAT,Leon,10,Gasoline,Automatic,Pre-registered,34950,300.0,2020,3
Ford Kuga,Ford,Kuga,8000,Electric,Automatic,Used,34950,224.0,2020,3
Volvo V60,Volvo,V60,3500,Gasoline,Automatic,Demonstration,34970,163.0,2020,3
Audi Q5,Audi,Q5,4999,Diesel,Automatic,Demonstration,57880,204.0,2021,2
Audi Q5,Audi,Q5,4999,Diesel,Automatic,Demonstration,63880,204.0,2021,2
Volkswagen Tiguan,Volkswagen,Tiguan,4900,Gasoline,Automatic,Demonstration,64980,320.0,2021,2
Audi Q5,Audi,Q5,3000,Diesel,Automatic,Demonstration,73450,286.0,2021,2
Audi Q5,Audi,Q5,3000,Diesel,Automatic,Demonstration,73850,286.0,2021,2
Volvo XC60,Volvo,XC60,10,Electric,Automatic,Demonstration,77480,341.0,2021,2
Volvo XC60,Volvo,XC60,10,Electric,Automatic,Demonstration,77860,253.0,2021,2
Ford Mondeo,Ford,Mondeo,156459,Gasoline,Manual,Used,7745,160.0,2011,12
Volkswagen Touran,Volkswagen,Touran,229000,Diesel,Automatic,Used,7750,170.0,2011,12
Volkswagen Touran,Volkswagen,Touran,152000,Gasoline,Manual,Used,7799,140.0,2011,12
Volkswagen Touran,Volkswagen,Touran,133000,Gasoline,Manual,Used,7900,105.0,2011,12
Volkswagen Golf Plus,Volkswagen,Golf Plus,126000,Diesel,Automatic,Used,7900,140.0,2011,12
Audi A1,Audi,A1,111000,Diesel,Manual,Used,7900,90.0,2011,12
Volkswagen Golf Plus,Volkswagen,Golf Plus,101655,Gasoline,Automatic,Used,7980,122.0,2011,12
Peugeot 308,Peugeot,308,82102,Gasoline,Automatic,Used,7990,156.0,2011,12
Ford Fiesta,Ford,Fiesta,69598,Gasoline,Manual,Used,7990,135.0,2011,12
BMW 320,BMW,320,110998,Gasoline,Manual,Used,7999,170.0,2011,12
Audi A4,Audi,A4,245000,Diesel,Automatic,Used,8000,143.0,2011,12
Mercedes-Benz A 180,Mercedes-Benz,A 180,124500,Gasoline,Automatic,Used,8100,116.0,2011,12
Volkswagen Passat,Volkswagen,Passat,147000,Gasoline,Manual,Used,8200,122.0,2011,12
Audi A4,Audi,A4,210842,Diesel,Manual,Used,8500,143.0,2012,11
Opel Astra,Opel,Astra,77600,Gasoline,Manual,Used,8600,140.0,2012,11
Volkswagen Tiguan,Volkswagen,Tiguan,205764,Diesel,Automatic,Used,8600,140.0,2012,11
Dacia Duster,Dacia,Duster,50000,Gasoline,Manual,Used,8600,105.0,2012,11
Toyota Auris,Toyota,Auris,89679,Electric,Automatic,Used,8690,99.0,2012,11
Volkswagen Golf Plus,Volkswagen,Golf Plus,57300,Gasoline,Automatic,Used,8900,105.0,2012,11
Mercedes-Benz C 220,Mercedes-Benz,C 220,220885,Diesel,Automatic,Used,8950,170.0,2012,11
Ford C-Max,Ford,C-Max,77500,Gasoline,Manual,Used,8950,125.0,2012,11
Ford B-Max,Ford,B-Max,53500,Gasoline,Manual,Used,8979,90.0,2012,11
Ford B-Max,Ford,B-Max,34900,Gasoline,Manual,Used,8990,90.0,2012,11
Volkswagen Polo,Volkswagen,Polo,123559,Gasoline,Automatic,Used,8990,179.0,2012,11
Volkswagen Passat,Volkswagen,Passat,123814,Diesel,Manual,Used,8990,105.0,2012,11
Volkswagen Passat Variant,Volkswagen,Passat Variant,123814,Diesel,Manual,Used,8990,105.0,2012,11
Opel Meriva,Opel,Meriva,42000,Gasoline,Manual,Used,8990,140.0,2012,11
Nissan Qashqai,Nissan,Qashqai,79988,Gasoline,Manual,Used,9488,117.0,2013,10
Ford B-Max,Ford,B-Max,83465,Gasoline,Manual,Used,9490,125.0,2013,10
Kia Ceed / cee'd,Kia,Ceed / cee'd,84367,Gasoline,Automatic,Used,9590,135.0,2013,10
Opel Astra,Opel,Astra,116700,Gasoline,Automatic,Used,9643,140.0,2013,10
Skoda Superb,Skoda,Superb,127500,Gasoline,Manual,Used,9690,125.0,2013,10
Volkswagen Tiguan,Volkswagen,Tiguan,105000,Gasoline,Manual,Used,9690,122.0,2013,10
Opel Zafira Tourer,Opel,Zafira Tourer,196900,Diesel,Automatic,Used,9700,165.0,2013,10
Volkswagen Golf,Volkswagen,Golf,114400,Gasoline,Manual,Used,9780,105.0,2013,10
Skoda Yeti,Skoda,Yeti,101383,Diesel,Manual,Used,9800,140.0,2013,10
Nissan Qashqai,Nissan,Qashqai,117000,Gasoline,Manual,Used,9850,117.0,2013,10
Opel Zafira,Opel,Zafira,88523,Diesel,Manual,Used,9890,125.0,2013,10
Volkswagen Golf Plus,Volkswagen,Golf Plus,71000,Gasoline,Automatic,Used,9900,105.0,2013,10
Volkswagen Golf,Volkswagen,Golf,77500,Gasoline,Automatic,Used,9900,105.0,2013,10
Volkswagen Golf,Volkswagen,Golf,126000,Diesel,Manual,Used,9900,150.0,2013,10
Volkswagen Golf Plus,Volkswagen,Golf Plus,88000,Diesel,Automatic,Used,9900,140.0,2013,10
Nissan Qashqai,Nissan,Qashqai,149711,Gasoline,Manual,Used,9945,117.0,2013,10
Audi A3,Audi,A3,91000,Gasoline,Manual,Used,9950,105.0,2013,10
Ford Focus,Ford,Focus,99948,Gasoline,Manual,Used,9950,125.0,2013,10
Renault Captur,Renault,Captur,54140,Gasoline,Manual,Used,9950,90.0,2014,9
Volkswagen Golf,Volkswagen,Golf,107826,Gasoline,Manual,Used,9990,105.0,2014,9
Volkswagen Golf,Volkswagen,Golf,68100,Gasoline,Manual,Used,9990,86.0,2014,9
Volkswagen Passat Variant,Volkswagen,Passat Variant,164750,Diesel,Manual,Used,9990,140.0,2014,9
Ford Focus,Ford,Focus,157599,Diesel,Manual,Used,9990,116.0,2014,9
Opel Astra,Opel,Astra,48629,Gasoline,Manual,Used,9990,140.0,2014,9
Volkswagen Touran,Volkswagen,Touran,137400,Diesel,Manual,Used,9999,105.0,2014,9
Volkswagen Touran,Volkswagen,Touran,137125,Gasoline,Manual,Used,10290,140.0,2014,9
SEAT Leon,SEAT,Leon,148300,Diesel,Manual,Used,10300,150.0,2014,9
Ford Focus,Ford,Focus,70000,Gasoline,Manual,Used,10400,150.0,2014,9
Opel Adam,Opel,Adam,110148,Gasoline,Manual,Used,10445,101.0,2014,9
SEAT Leon,SEAT,Leon,122500,Gasoline,Manual,Used,10450,122.0,2014,9
Opel Zafira Tourer,Opel,Zafira Tourer,122000,Gasoline,Manual,Used,10490,140.0,2014,9
